"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Constituency","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"13899","Uttar Pradesh","Installing hand pumps","WS/MP18225/2025-2026/222476","KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA)","PUSHPENDRA SAROJ","KAUSHAMBI(SC)","19-Feb-2026","MOHAMMAD SIDDEQ","Payment Success","73911"
"13900","Uttar Pradesh","Installing hand pumps","WS/MP18225/2025-2026/222477","KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA)","PUSHPENDRA SAROJ","KAUSHAMBI(SC)","19-Feb-2026","MOHAMMAD SIDDEQ","Payment Success","73911"
"13901","Uttar Pradesh","Installing hand pumps","WS/MP18225/2025-2026/222481","KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA)","PUSHPENDRA SAROJ","KAUSHAMBI(SC)","19-Feb-2026","MOHAMMAD SIDDEQ","Payment Success","73911"
"13902","Uttar Pradesh","Installing hand pumps","WS/MP18225/2025-2026/222485","KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA)","PUSHPENDRA SAROJ","KAUSHAMBI(SC)","19-Feb-2026","MOHAMMAD SIDDEQ","Payment Success","73911"
"13903","Uttar Pradesh","Installing hand pumps","WS/MP18225/2025-2026/222491","KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA)","PUSHPENDRA SAROJ","KAUSHAMBI(SC)","19-Feb-2026","MOHAMMAD SIDDEQ","Payment Success","73911"
"13904","Uttar Pradesh","Installing hand pumps","WS/MP18225/2025-2026/222276","KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA)","PUSHPENDRA SAROJ","KAUSHAMBI(SC)","19-Feb-2026","MOHAMMAD SIDDEQ","Payment Success","73911"
"13905","Uttar Pradesh","Installing hand pumps","WS/MP18225/2025-2026/222286","KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA)","PUSHPENDRA SAROJ","KAUSHAMBI(SC)","19-Feb-2026","MOHAMMAD SIDDEQ","Payment Success","73911"
"13906","Uttar Pradesh","Installing hand pumps","WS/MP18225/2025-2026/222285","KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA)","PUSHPENDRA SAROJ","KAUSHAMBI(SC)","19-Feb-2026","MOHAMMAD SIDDEQ","Payment Success","73911"
"13907","Uttar Pradesh","Installing hand pumps","WS/MP18225/2025-2026/222261","KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA)","PUSHPENDRA SAROJ","KAUSHAMBI(SC)","19-Feb-2026","MOHAMMAD SIDDEQ","Payment Success","73911"
"13908","Arunachal Pradesh","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP313/2025-2026/225987","EAST SIANG(Deputy Commisioner East Siang_IDA)","Shri Tapir Gao","ARUNACHAL EAST","05-Mar-2026","KPCC ENTERPRISE","Payment Success","356191"
"13909","Arunachal Pradesh","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP313/2025-2026/225987","EAST SIANG(Deputy Commisioner East Siang_IDA)","Shri Tapir Gao","ARUNACHAL EAST","05-Mar-2026","KPCC ENTERPRISE","Payment Success","281955"
"13910","Arunachal Pradesh","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP313/2025-2026/225987","EAST SIANG(Deputy Commisioner East Siang_IDA)","Shri Tapir Gao","ARUNACHAL EAST","05-Mar-2026","KPCC ENTERPRISE","Payment Success","356191"
"13911","Arunachal Pradesh","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP313/2025-2026/225987","EAST SIANG(Deputy Commisioner East Siang_IDA)","Shri Tapir Gao","ARUNACHAL EAST","05-Mar-2026","KPCC ENTERPRISE","Payment Success","356191"
"13912","West Bengal","Development of playground","WS/MP826/2024-2025/135528","KALIMPONG(District Magistrate Kalimpong_IDA)","Raju Bista","DARJEELING","18-Feb-2026","GAUTAM CHHETRI","Payment Success","460889"
"13913","Punjab","Installing tube-wells and borewells","WS/MP716/2025-2026/203938","BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","10-Feb-2026","SURINDERA MACHINERY STORE","Payment Success","50000"
"13914","West Bengal","Construction of rooms and halls in school and colleges","WS/MP481/2025-2026/216831","MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA)","Khalilur Rahaman","JANGIPUR","03-Feb-2026","SAHIDALI CONSTRUCTION","Payment Success","1097125"
"13915","Odisha","Construction of rooms and halls in school and colleges","WS/MP18358/2025-2026/195849","GANJAM(DISTRICT COLLECTOR GANJAM_IDA)","ANITA SUBHADARSHINI","ASKA","23-Feb-2026","BICHITRANANDA SAHU","Payment Success","500000"
"13916","Punjab","Development of public parks","WS/MP18152/2024-2025/141161","MOGA(Deputy Commissioner Moga)","SARABJEET SINGH KHALSA","FARIDKOT(SC)","03-Feb-2026","Sharma BKO","Payment Success","120700"
"13917","Punjab","Development of public parks","WS/MP18152/2024-2025/141161","MOGA(Deputy Commissioner Moga)","SARABJEET SINGH KHALSA","FARIDKOT(SC)","18-Feb-2026","Vishkarma Kalab Store","Payment Success","62200"
"13918","Punjab","Development of public parks","WS/MP18152/2024-2025/141161","MOGA(Deputy Commissioner Moga)","SARABJEET SINGH KHALSA","FARIDKOT(SC)","18-Feb-2026","VEROKE CEMENT STORE","Payment Success","18394"
"13919","Punjab","Development of public parks","WS/MP18152/2024-2025/141161","MOGA(Deputy Commissioner Moga)","SARABJEET SINGH KHALSA","FARIDKOT(SC)","18-Feb-2026","GURWINDER SINGH","Payment Success","37206"
"13920","Chhattisgarh","Construction of footpaths and pedestrian ways","WS/MP18336/2025-2026/263970","Balodabazar-Bhatapara(Collector Baloda Bazar_IDA)","BRIJMOHAN AGRAWAL","RAIPUR","09-Feb-2026","GRAM PANCHAYAT CHICHPOL IGR VRIDDHAWASTHA","Payment Success","375000"
"13921","Chhattisgarh","Construction of boundary walls of existing public and community buildings","WS/MP18336/2026-2027/298811","Balodabazar-Bhatapara(Collector Baloda Bazar_IDA)","BRIJMOHAN AGRAWAL","RAIPUR","17-Aug-2026","GRAM PANCHAYAT CHICHPOL IGR VRIDDHAWASTHA","Payment Success","375000"
"13922","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18336/2025-2026/269931","Balodabazar-Bhatapara(Collector Baloda Bazar_IDA)","BRIJMOHAN AGRAWAL","RAIPUR","27-Feb-2026","GRAM PANCHAYAT CHICHPOL IGR VRIDDHAWASTHA","Payment Success","375000"
"13923","Chhattisgarh","Construction of footpaths and pedestrian ways","WS/MP18336/2025-2026/263970","Balodabazar-Bhatapara(Collector Baloda Bazar_IDA)","BRIJMOHAN AGRAWAL","RAIPUR","15-Apr-2026","GRAM PANCHAYAT CHICHPOL IGR VRIDDHAWASTHA","Payment Success","125000"
"13924","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18328/2025-2026/196723","MANDI(DEPUTY COMMISSIONER MANDI_IDA)","Kangana Ranaut","MANDI","03-Feb-2026","GP Halyatar","Payment Success","80000"
"13925","Himachal Pradesh","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18328/2025-2026/196722","MANDI(DEPUTY COMMISSIONER MANDI_IDA)","Kangana Ranaut","MANDI","03-Feb-2026","GP Halyatar","Payment Success","80000"
"13926","Karnataka","Construction of community centers and community halls","WS/MP618/2025-2026/208379","BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA)","Parvatagouda Chandanagouda Gaddigoudar","BAGALKOT","01-Jul-2026","YAMANURAPPA HANAMANT BUDIHAL","Payment Success","123307"
"13927","Karnataka","Construction of community centers and community halls","WS/MP618/2025-2026/208379","BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA)","Parvatagouda Chandanagouda Gaddigoudar","BAGALKOT","03-Feb-2026","YAMANURAPPA HANAMANT BUDIHAL","Payment Success","375000"
"13928","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP345/2025-2026/214785","KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA)","Shri NK Premachandran","KOLLAM","13-Feb-2026","RAJESH KUMAR S N","Payment Success","793254"
"13929","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP345/2025-2026/190471","KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA)","Shri NK Premachandran","KOLLAM","02-Feb-2026","RAJESH KUMAR S N","Payment Success","786383"
"13930","Karnataka","Construction of community centers and community halls","WS/MP618/2025-2026/208751","BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA)","Parvatagouda Chandanagouda Gaddigoudar","BAGALKOT","24-Jun-2026","VITTAL DYAMANNA KAMBAR","Payment Success","124469"
"13931","Karnataka","Construction of community centers and community halls","WS/MP618/2025-2026/208751","BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA)","Parvatagouda Chandanagouda Gaddigoudar","BAGALKOT","12-Feb-2026","VITTAL DYAMANNA KAMBAR","Payment Success","375000"
"13932","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18069/2025-2026/212345","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","RAJEEV BHARDWAJ","KANGRA","07-Feb-2026","Surender Kumar","Payment Success","68332"
"13933","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18069/2025-2026/212345","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","RAJEEV BHARDWAJ","KANGRA","31-Mar-2026","Surender Kumar","Payment Success","42000"
"13934","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18069/2025-2026/212345","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","RAJEEV BHARDWAJ","KANGRA","31-Mar-2026","Surender Kumar","Payment Success","25000"
"13935","West Bengal","Construction of toilet blocks","WS/MP18353/2024-2025/138653","HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA)","RACHNA BANERJEE","HOOGHLY","16-Feb-2026","ASHIS KUMAR SEAL","Payment Success","346188"
"13936","Odisha","Purchase of smart boards, visual display units and projectors","WS/MP453/2025-2026/234343","KORAPUT(District Collector Koraput_IDA)","Saptagiri Sankar Ulaka","KORAPUT(ST)","16-Feb-2026","Hellum Learning Lab Private Limited","Payment Success","75000"
"13937","Odisha","Setting up of laboratories","WS/MP453/2025-2026/234346","KORAPUT(District Collector Koraput_IDA)","Saptagiri Sankar Ulaka","KORAPUT(ST)","16-Feb-2026","Hellum Learning Lab Private Limited","Payment Success","975000"
"13938","Odisha","Purchase of IT systems, including hardware and software for educational purposes","WS/MP453/2025-2026/234341","KORAPUT(District Collector Koraput_IDA)","Saptagiri Sankar Ulaka","KORAPUT(ST)","16-Feb-2026","Hellum Learning Lab Private Limited","Payment Success","300000"
"13939","Odisha","Purchase of training equipment","WS/MP453/2025-2026/234345","KORAPUT(District Collector Koraput_IDA)","Saptagiri Sankar Ulaka","KORAPUT(ST)","16-Feb-2026","Hellum Learning Lab Private Limited","Payment Success","600000"
"13940","Odisha","Purchase of smart boards, visual display units and projectors","WS/MP453/2025-2026/234352","KORAPUT(District Collector Koraput_IDA)","Saptagiri Sankar Ulaka","KORAPUT(ST)","04-Feb-2026","Hellum Learning Lab Private Limited","Payment Success","75000"
"13941","Odisha","Setting up of laboratories","WS/MP453/2025-2026/234354","KORAPUT(District Collector Koraput_IDA)","Saptagiri Sankar Ulaka","KORAPUT(ST)","04-Feb-2026","Hellum Learning Lab Private Limited","Payment Success","975000"
"13942","Odisha","Purchase of training equipment","WS/MP453/2025-2026/234353","KORAPUT(District Collector Koraput_IDA)","Saptagiri Sankar Ulaka","KORAPUT(ST)","04-Feb-2026","Hellum Learning Lab Private Limited","Payment Success","600000"
"13943","Odisha","Purchase of smart boards, visual display units and projectors","WS/MP453/2025-2026/234356","KORAPUT(District Collector Koraput_IDA)","Saptagiri Sankar Ulaka","KORAPUT(ST)","04-Feb-2026","Hellum Learning Lab Private Limited","Payment Success","75000"
"13944","Odisha","Purchase of IT systems, including hardware and software for educational purposes","WS/MP453/2025-2026/234355","KORAPUT(District Collector Koraput_IDA)","Saptagiri Sankar Ulaka","KORAPUT(ST)","04-Feb-2026","Hellum Learning Lab Private Limited","Payment Success","300000"
"13945","Odisha","Purchase of training equipment","WS/MP453/2025-2026/234357","KORAPUT(District Collector Koraput_IDA)","Saptagiri Sankar Ulaka","KORAPUT(ST)","04-Feb-2026","Hellum Learning Lab Private Limited","Payment Success","600000"
"13946","Odisha","Purchase of IT systems, including hardware and software for educational purposes","WS/MP453/2025-2026/234351","KORAPUT(District Collector Koraput_IDA)","Saptagiri Sankar Ulaka","KORAPUT(ST)","04-Feb-2026","Hellum Learning Lab Private Limited","Payment Success","300000"
"13947","Odisha","Setting up of laboratories","WS/MP453/2025-2026/234358","KORAPUT(District Collector Koraput_IDA)","Saptagiri Sankar Ulaka","KORAPUT(ST)","04-Feb-2026","Hellum Learning Lab Private Limited","Payment Success","975000"
"13948","Punjab","Fitting of Sitting RCC Benches in Public Places","WS/MP18314/2025-2026/219693","MALERKOTLA(Deputy Commissioner Malerkotla_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","03-Feb-2026","mohd sadda gamla wala","Payment Success","75000"
"13949","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18276/2025-2026/242195","VADODARA(DISTRICT COLLECTOR VADODARA_IDA)","JASHUBHAI BHILUBHAI RATHVA","CHHOTA UDAIPUR(ST)","03-Feb-2026","Bhadari Padra","Payment Success","400000"
"13950","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18234/2025-2026/240458","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","DR. S P SINGH","PRATAPGARH","02-Apr-2026","ARYAN ENTERPRISES","Payment Success","304944"
"13951","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18234/2025-2026/240457","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","DR. S P SINGH","PRATAPGARH","02-Apr-2026","ARYAN ENTERPRISES","Payment Success","299341"
"13952","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18234/2025-2026/240248","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","DR. S P SINGH","PRATAPGARH","12-May-2026","ARYAN ENTERPRISES","Payment Success","299947"
"13953","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18234/2025-2026/240456","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","DR. S P SINGH","PRATAPGARH","02-Apr-2026","ARYAN ENTERPRISES","Payment Success","309687"
"13954","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18234/2025-2026/240448","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","DR. S P SINGH","PRATAPGARH","02-Apr-2026","ARYAN ENTERPRISES","Payment Success","300000"
"13955","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18234/2025-2026/240446","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","DR. S P SINGH","PRATAPGARH","02-Apr-2026","ARYAN ENTERPRISES","Payment Success","304450"
"13956","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18234/2025-2026/240266","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","DR. S P SINGH","PRATAPGARH","12-May-2026","ARYAN ENTERPRISES","Payment Success","309832"
"13957","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18234/2025-2026/240273","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","DR. S P SINGH","PRATAPGARH","12-May-2026","ARYAN ENTERPRISES","Payment Success","300000"
"13958","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18234/2025-2026/240277","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","DR. S P SINGH","PRATAPGARH","12-May-2026","ARYAN ENTERPRISES","Payment Success","310000"
"13959","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18234/2025-2026/240255","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","DR. S P SINGH","PRATAPGARH","12-May-2026","ARYAN ENTERPRISES","Payment Success","299945"
"13960","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18234/2025-2026/240270","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","DR. S P SINGH","PRATAPGARH","12-May-2026","ARYAN ENTERPRISES","Payment Success","305000"
"13961","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18234/2025-2026/240281","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","DR. S P SINGH","PRATAPGARH","12-May-2026","ARYAN ENTERPRISES","Payment Success","300000"
"13962","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18234/2025-2026/240254","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","DR. S P SINGH","PRATAPGARH","12-May-2026","ARYAN ENTERPRISES","Payment Success","301686"
"13963","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18234/2025-2026/240447","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","DR. S P SINGH","PRATAPGARH","12-May-2026","ARYAN ENTERPRISES","Payment Success","310000"
"13964","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18234/2025-2026/240452","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","DR. S P SINGH","PRATAPGARH","12-May-2026","ARYAN ENTERPRISES","Payment Success","309717"
"13965","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18234/2025-2026/240453","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","DR. S P SINGH","PRATAPGARH","12-May-2026","ARYAN ENTERPRISES","Payment Success","312000"
"13966","Chhattisgarh","Improvement of electricity distribution infrastructure","WS/MP568/2025-2026/241020","DURG(DISTRICT COLLECTOR DURG_IDA)","Vijay Baghel","DURG","02-Apr-2026","ACCOUNT OFFICER","Payment Success","395000"
"13967","Maharashtra","Tree plantation for community","WS/MP18307/2025-2026/143611","MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA)","Piyush Vedprakash Goyal","MUMBAI NORTH","17-Feb-2026","ANIKET ANIL SHINDE","Payment Success","1485428"
"13968","Maharashtra","Tree plantation for community","WS/MP18307/2025-2026/143612","MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA)","Piyush Vedprakash Goyal","MUMBAI NORTH","01-Jul-2026","ANIKET ANIL SHINDE","Payment Success","1485428"
"13969","Chhattisgarh","Construction of common work sheds/ common covered sitting area","WS/MP18048/2025-2026/221723","KONDAGAON(DISTRICT COLLECTOR KONDAGAON_IDA)","MAHESH KASHYAP","BASTAR(ST)","16-Feb-2026","GRAM PANCHAYAT CHIKHALPUTI","Payment Success","350000"
"13970","Chhattisgarh","Construction of common work sheds/ common covered sitting area","WS/MP18048/2025-2026/221723","KONDAGAON(DISTRICT COLLECTOR KONDAGAON_IDA)","MAHESH KASHYAP","BASTAR(ST)","24-Apr-2026","GRAM PANCHAYAT CHIKHALPUTI","Payment Success","348262"
"13971","Chhattisgarh","Construction of boundary walls of existing public and community buildings","WS/MP18048/2025-2026/221719","KONDAGAON(DISTRICT COLLECTOR KONDAGAON_IDA)","MAHESH KASHYAP","BASTAR(ST)","16-Feb-2026","GRAM PANCHAYAT GOLAWAND","Payment Success","250000"
"13972","Telangana","Purchase of vans and buses for educational institutions","WS/MP18388/2025-2026/250877","MANCHERIAL(District Collector Mancherial_IDA)","VAMSI KRISHNA GADDAM","PEDDAPALLE","02-Feb-2026","SVR CONSTRUCTIONS","Payment Success","2841850"
"13973","Telangana","Purchase of vans and buses for educational institutions","WS/MP18388/2025-2026/250877","MANCHERIAL(District Collector Mancherial_IDA)","VAMSI KRISHNA GADDAM","PEDDAPALLE","13-Feb-2026","SVR CONSTRUCTIONS","Payment Success","2841850"
"13974","Chhattisgarh","Construction of boundary walls of existing public and community buildings","WS/MP18048/2025-2026/221720","KONDAGAON(DISTRICT COLLECTOR KONDAGAON_IDA)","MAHESH KASHYAP","BASTAR(ST)","03-Feb-2026","GRAM PANCHAYAT TOURENGA","Payment Success","750000"
"13975","Assam","Creation of new ponds","WS/MP18019/2026-2027/216143","WEST KARBI ANGLONG(DISTRICT COMMISSIONER WEST KARBI ANGLONG)","AMARSING TISSO","Diphu (ST)","19-Jun-2026","Kakrung Teronpi","Payment Success","99715"
"13976","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP18162/2025-2026/186582","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL","BHILWARA","06-Mar-2026","KAILASH CHANDR TIWARI","Payment Success","375350"
"13977","Maharashtra","Construction of boundary walls of existing public and community buildings","WS/MP18132/2025-2026/179015","SANGLI(DISTRICT COLLECTOR SANGLI_IDA)","VISHAL","SANGLI","27-Mar-2026","ARBAJ RAFIKAHAMAD INAMDAR","Payment Success","1000000"
"13978","Punjab","Construction of community centers and community halls","WS/MP18155/2025-2026/207478","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","DR. RAJ KUMAR CHABBEWAL","HOSHIARPUR(SC)","02-Feb-2026","Baldev Chand","Payment Success","46800"
"13979","Assam","Construction of rooms and halls in school and colleges","WS/MP18019/2026-2027/216141","WEST KARBI ANGLONG(DISTRICT COMMISSIONER WEST KARBI ANGLONG)","AMARSING TISSO","Diphu (ST)","21-May-2026","Seng Pator","Payment Success","300144"
"13980","Chhattisgarh","Construction of buildings for community cultural activities","WS/MP18335/2025-2026/207558","RAIGARH(DISTRICT COLLECTOR RAIGARH_IDA)","RADHE SHYAM RATHIYA","RAIGARH(ST)","03-Feb-2026","GRAM PANCHAYAT BHENDRA","Payment Success","150000"
"13981","Assam","Creation of new ponds","WS/MP18019/2026-2027/284379","WEST KARBI ANGLONG(DISTRICT COMMISSIONER WEST KARBI ANGLONG)","AMARSING TISSO","Diphu (ST)","19-Jun-2026","Brijita Beypi","Payment Success","99715"
"13982","Assam","Creation of new ponds","WS/MP18019/2026-2027/216144","WEST KARBI ANGLONG(DISTRICT COMMISSIONER WEST KARBI ANGLONG)","AMARSING TISSO","Diphu (ST)","21-May-2026","Jantasing Kro","Payment Success","99715"
"13983","Assam","Creation of new ponds","WS/MP18019/2026-2027/216145","WEST KARBI ANGLONG(DISTRICT COMMISSIONER WEST KARBI ANGLONG)","AMARSING TISSO","Diphu (ST)","21-May-2026","Harpo Sing Ronghang","Payment Success","99715"
"13984","Karnataka","Lighting of public spaces","WS/MP18086/2025-2026/191387","HASSAN(DEPUTY COMMISSIONER HASSAN_IDA)","SHREYAS. M. PATEL","HASSAN","02-Feb-2026","APS POWER SYSTEM","Payment Success","93750"
"13985","Karnataka","Lighting of public spaces","WS/MP18086/2025-2026/191394","HASSAN(DEPUTY COMMISSIONER HASSAN_IDA)","SHREYAS. M. PATEL","HASSAN","02-Feb-2026","APS POWER SYSTEM","Payment Success","93750"
"13986","Odisha","Construction of community centers and community halls","WS/MP18310/2025-2026/200768","BHADRAK(DISTRICT COLLECTOR BHADRAK_IDA)","AVIMANYU SETHI","BHADRAK(SC)","03-Feb-2026","PRASANJEET PADIHARI","Payment Success","489153"
"13987","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP432/2025-2026/213464","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Anurag Singh Thakur","HAMIRPUR_HP","06-Feb-2026","GP Barara","Payment Success","100000"
"13988","Himachal Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP432/2025-2026/206062","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Anurag Singh Thakur","HAMIRPUR_HP","06-Feb-2026","GP Barara","Payment Success","75000"
"13989","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18154/2025-2026/199255","PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA)","SUKHJINDER SINGH RANDHAWA","GURDASPUR","02-Feb-2026","SANJEEV KUMAR","Payment Success","12000"
"13990","Meghalaya","Construction of rooms and halls in school and colleges","WS/MP18137/2025-2026/157810","EAST KHASI HILLS(Deputy Commissioner, East Khasi Hills District)","ANDREW J. SYNGKON","SHILLONG","15-Apr-2026","Mawkhar Christian Secondary School","Payment Success","250000"
